[2024-09-16 16:23:26:657][background-preinit] INFO  o.h.validator.internal.util.Version[21] - HV000001: Hibernate Validator 8.0.1.Final
[2024-09-16 16:23:28:1986][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.mapping.domain.repository.ProjectFieldJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1986][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.mapping.domain.repository.ProjectLikeJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1987][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.mapping.domain.repository.ProjectReplyCommentLikeJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1987][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.mapping.domain.repository.QuestionCommentLikeJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1987][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.mapping.domain.repository.QuestionFieldJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1987][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.mapping.domain.repository.QuestionLikeJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1987][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.mapping.domain.repository.QuestionReplyCommentLikeJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1987][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.mapping.domain.repository.RegistrationRecommendJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1988][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.mapping.domain.repository.TeamUserJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1988][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.mapping.domain.repository.UserDepartmentJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1988][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.notice.domain.repository.NoticeJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1988][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.problem.domain.repository.ProblemCommentJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1988][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.problem.domain.repository.ProblemJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1988][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.problem.domain.repository.ProblemPersonalRequestJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1989][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.problem.domain.repository.ProblemReplyCommentJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1989][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.problem.domain.repository.ProblemRequestJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1989][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.problem.domain.repository.ProblemSubmitJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1989][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.problem.domain.repository.ProblemTeamRequestJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1989][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.project.domain.repository.ProjectCommentJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1989][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.project.domain.repository.ProjectJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1989][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.project.domain.repository.ProjectPatentInventorJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1989][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.project.domain.repository.ProjectPatentJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1990][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.project.domain.repository.ProjectReplyCommentJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1990][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.project.domain.repository.ProjectUploadJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1990][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.question.domain.repository.QuestionCommentJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1990][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.question.domain.repository.QuestionJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1990][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.question.domain.repository.QuestionReplyCommentJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1990][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.semester.domain.repository.SemesterJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1990][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.statistics.domain.repository.CollegeStatisticsJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1991][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.statistics.domain.repository.DepartmentStatisticsJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1991][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.statistics.domain.repository.TotalCollegeStatisticsJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1991][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.statistics.domain.repository.TotalDepartmentStatisticsJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1991][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.statistics.domain.repository.TotalUserStatisticsJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1991][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.statistics.domain.repository.UserCountStatisticsJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1991][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.statistics.domain.repository.UserStatisticsJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1991][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.team.domain.repository.TeamCommentJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1991][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.team.domain.repository.TeamJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1992][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.team.domain.repository.TeamNoteJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1992][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.team.domain.repository.TeamPostJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1992][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.team.domain.repository.TeamReplyCommentJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1992][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.user.domain.repository.AssistantJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1992][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.user.domain.repository.CompanyJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1992][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.user.domain.repository.EmailDomainJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1992][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.user.domain.repository.ProfessorJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1992][main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport[320] - Spring Data Redis - Could not safely identify store assignment for repository candidate interface inha.git.user.domain.repository.UserJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
[2024-09-16 16:23:28:1993][main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate[211] - Finished Spring Data repository scanning in 26 ms. Found 0 Redis repository interfaces.
[2024-09-16 16:23:28:2659][main] INFO  o.s.b.w.e.tomcat.TomcatWebServer[111] - Tomcat initialized with port 8080 (http)
[2024-09-16 16:23:28:2666][main] INFO  o.a.coyote.http11.Http11NioProtocol[173] - Initializing ProtocolHandler ["http-nio-8080"]
[2024-09-16 16:23:28:2667][main] INFO  o.a.catalina.core.StandardService[173] - Starting service [Tomcat]
[2024-09-16 16:23:28:2668][main] INFO  o.a.catalina.core.StandardEngine[173] - Starting Servlet engine: [Apache Tomcat/10.1.26]
[2024-09-16 16:23:28:2710][main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/][173] - Initializing Spring embedded WebApplicationContext
[2024-09-16 16:23:28:2710][main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext[296] - Root WebApplicationContext: initialization completed in 1987 ms
[2024-09-16 16:23:29:2998][main] INFO  o.h.jpa.internal.util.LogHelper[31] - HHH000204: Processing PersistenceUnitInfo [name: default]
[2024-09-16 16:23:29:3038][main] INFO  org.hibernate.Version[44] - HHH000412: Hibernate ORM core version 6.5.2.Final
[2024-09-16 16:23:29:3061][main] INFO  o.h.c.i.RegionFactoryInitiator[50] - HHH000026: Second-level cache disabled
[2024-09-16 16:23:29:3280][main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo[87] - No LoadTimeWeaver setup: ignoring JPA class transformer
[2024-09-16 16:23:29:3308][main] INFO  com.zaxxer.hikari.HikariDataSource[109] - HikariPool-1 - Starting...
[2024-09-16 16:23:29:3371][main] INFO  com.zaxxer.hikari.pool.HikariPool[554] - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@7254a68a
[2024-09-16 16:23:29:3372][main] INFO  com.zaxxer.hikari.HikariDataSource[122] - HikariPool-1 - Start completed.
[2024-09-16 16:23:31:4746][main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator[59] - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
[2024-09-16 16:23:31:5186][main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean[437] - Initialized JPA EntityManagerFactory for persistence unit 'default'
[2024-09-16 16:23:32:5896][main] INFO  inha.git.InitData[72] - init data start
[2024-09-16 16:23:32:6192][main] INFO  inha.git.InitData[130] - init data end
[2024-09-16 16:23:32:6723][main] INFO  o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer[83] - Global AuthenticationManager configured with AuthenticationProvider bean with name authenticationProvider
[2024-09-16 16:23:32:6725][main] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer[72] - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used for username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider.
[2024-09-16 16:23:34:8196][main] WARN  c.a.a.p.i.BasicProfileConfigLoader[96] - Your profile name includes a 'profile ' prefix. This is considered part of the profile name in the Java SDK, so you will need to include this prefix in your profile name when you reference this profile from your Java code.
[2024-09-16 16:23:34:8238][main] WARN  c.a.a.p.i.BasicProfileConfigLoader[96] - Your profile name includes a 'profile ' prefix. This is considered part of the profile name in the Java SDK, so you will need to include this prefix in your profile name when you reference this profile from your Java code.
[2024-09-16 16:23:34:8359][main] WARN  c.a.a.p.i.BasicProfileConfigLoader[96] - Your profile name includes a 'profile ' prefix. This is considered part of the profile name in the Java SDK, so you will need to include this prefix in your profile name when you reference this profile from your Java code.
[2024-09-16 16:23:34:8567][main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration[236] - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
[2024-09-16 16:23:35:8998][main] INFO  o.s.b.a.e.web.EndpointLinksResolver[60] - Exposing 1 endpoint beneath base path '/actuator'
[2024-09-16 16:23:36:9903][main] INFO  o.a.coyote.http11.Http11NioProtocol[173] - Starting ProtocolHandler ["http-nio-8080"]
[2024-09-16 16:23:36:9918][main] INFO  o.s.b.w.e.tomcat.TomcatWebServer[243] - Tomcat started on port 8080 (http) with context path '/'
[2024-09-16 16:23:36:9935][main] INFO  inha.git.GitApplication[56] - Started GitApplication in 9.825 seconds (process running for 10.302)
[2024-09-16 16:23:36:10327][RMI TCP Connection(2)-127.0.0.1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/][173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
